"","Name.of.the.College","State","Institutional.CGPA","Grade","Accreditation.valid.up.to"
"1096","BHAIRAVNATH SHIKSHAN MANDAL'S BHAIRAVNATH VIDNYAN MAHAVIDYALAYA, KHUTBAV,At Post Khutbav, Taluka Daund, District Pune 412203 (First Cycle)","Maharashtra","2.22","B","2025-01-07"
"1097","MGMs College of Engineering  Technology, Plot no.1 and  2, sector -1,Kamothe, Panvel ,Navi Mumbai, NH-14 Sion Panvel Expressway, Navi-Mumbai - 410209 (First Cycle)","Maharashtra","2.61","B+","2025-02-13"
"1098","AJARA MAHAVIDYALAYA, AJARA,BAZAR MAIDAN, AJARA
 TAL. - AJARA
 DIST. - KOLHAPUR,AJARA,Maharashtra,416505 (Third Cycle)","Maharashtra","2.2","B","2025-02-13"
"1099","SARHAD COLLEGE OF ARTS, COMMERCE  SCIENCE,
 Sr.No.79,80,81,76/4, New, Pune-Kashmir Maitri Chowk, Near Katraj Dairy Parlour  No. 2, Katraj,  Pune - 411046 (First Cycle)","Maharashtra","2.66","B+","2025-02-13"
"1100","GOKHALE EDUCATION SOCIETY'S N B THAKUR LAW COLLEGE, NASHIK.,Prin. T A Kulkarni Vidyanagar, College Road, Nashik - 422005 (Third Cycle)","Maharashtra","2.3","B","2025-02-13"
"1101","SETH NARSINGDAS MOR COLLEGE OF ARTS AND COMMERCE AND SMT. G.D. SARAF SCIENCE COLLEGE, TUMSAR  -  , DIST. BHANDARA,(MAHARASHTRA),SANT JAGNADE NAGAR,TUMSAR,Maharashtra,441912 (Third Cycle)","Maharashtra","2.07","B","2025-02-13"
"1102","Shri Seth Muralidharji Mansingka 
 Arts Science and Commerce College,
 Near Kaila Devi Temple, 
 Bhadgaon Road,
 Pachora 424201
 Maharashtra 
  (Third Cycle)","Maharashtra","1.91","C","2025-02-13"
"1103","GOVINDRAM SEKSARIA COLLEGE OF COMMERCE,JAMNALAL BAJAJ MARG,
 CIVIL LINES,
 WARDHA,WARDHA,Maharashtra,442001 (Third Cycle)","Maharashtra","2.64","B+","2025-02-13"
"1104","SHRI SHIVAJI LAW COLLEGE, KANDHAR,Veer Nagoji Naik Chowk, Panchalpur Nagar, Kandhar Tq. Kandhar Dist. Nanded,Kandhar,Maharashtra,431714 (First Cycle)","Maharashtra","2.22","B","2025-02-13"
"1105","JASHBHAI MAGANBHAI PATEL COLLEGE OF COMMERCE,UNNAT NAGAR GOREGOAN WEST,MUMBAI,Maharashtra,400090 (Third Cycle)","Maharashtra","1.85","C","2025-02-13"
"1106","Shivai Shikshan Prasarak Mandals Sundarrao More Arts,Commerce And Science College, At Cholai Tal.Poladpur Dist.Raigad,Raigad,Maharashtra,402303 (Third Cycle)","Maharashtra","2.28","B","2025-02-13"
"1107","Don Bosco College,
 D Wing, Don Bosco Center for Learning (DBCL) Campus, 
 Premier Automobiles Road,
 Kurla West,,Mumbai,Maharashtra,400070 (First Cycle)","Maharashtra","2.56","B+","2025-02-13"
"1108","BAR. SHESHRAO WANKHEDE MAHAVIDYALAYA,At Post- Mohpa, Tehsil- Kalmeshwar, District- Nagpur,Maharashtra-441502 (SECOND CYCLE)","Maharashtra","1.93","C","2020-03-10"
"1109","SAU. LEENA KISHOR MAMIDWAR INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH , KOSARA, CHANDRAPUR,Near Padoli Bridge, Maharashtra-442406(First Cycle)","Maharashtra","2.99","B++","2020-03-10"
"1110","JAYAWANTRAO SAWANT COLLEGE OF PHARMACY AND RESEARCH,Sr. No. 58, Handewadi Road, Hadapsar,Pune,Maharashtra-411028 (First Cycle)","Maharashtra","2.77","B++","2020-03-10"
"1111","KONKAN GYANPEETH RAHUL DHARKAR COLLEGE OF PHARMACY AND RESEARCH INSTITUTE, Konkan Gyanpeeth Shaikshnik Sankul, Vengaon Road, Dahivali-Parade, Post-Tiwre, al.- Karjat,Maharashtra-410201 (First Cycle)","Maharashtra","2.29","B","2020-03-10"
"1112","METROPOLITAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,At Post Sukalwad, Near Sindhudurg Railway Station, Tal. Malvan, Dist. SindhudurgMaharashtra-416534 (First Cycle)","Maharashtra","2.47","B","2020-03-10"
"1113","SADABAI RAISONI WOMEN'S COLLEGE,Khasar No. 50, Near CRPF Gate No. 3, Madhav Nagri, Nagpur - 440 016 (First Cycle)","Maharashtra","3.18","A","2020-03-10"
"1114","KCES'S POST GRADUATE COLLEGE OF SCIENCE, TECHNOLOGY AND RESEARCH,Jilha Peth, M. J. College Campus, Jalgaon,Maharashtra-425002 (First Cycle)","Maharashtra","2.52","B+","2020-03-10"
"1115","D.R.MANE MAHAVIDYALAYA, KAGAL,City Survey No. 2071,  Shahu Nivas,  Jaysingrao Park,  Taluka- Kagal,  Dist-Kolhapur, Maharashtra-416216 (THIRD CYCLE)","Maharashtra","2.63","B+","2020-03-10"
"1116","PEOPLE'S COLLEGE,  Sneh Nagar, Nanded,Maharashtra-431605 (THIRD CYCLE)","Maharashtra","2.42","B","2020-03-10"
"1117","Annasaheb Dange College of Engineering and Technology","Maharashtra","3.01","A","44926"
"1118","B.K. Birla College of Arts Science and Commerce (Autonomous)","Maharashtra","3.58","A","45291"
"1119","Bansilal Ramnath Agarwal
Charitable Trust’s Vishwakarma
Institute of Information Technology","Maharashtra","3.14","A","44926"
"1120","Deccan Education Society's Brihan Maharashtra College of Commerce","Maharashtra","3.16","A","44926"
"1121","G.H. Raisoni College of Engineering and Management","Maharashtra","2.3","B","44561"
"1122","G.S. College of Commerce & Economics","Maharashtra","3.03","A","45291"
"1123","Jai Hind College Basantsing Institute of Science and J.T. Lalvani College of Commerce","Maharashtra","3.52","A","45291"
"1124","Jankidevi Bajaj College of Science","Maharashtra","3.21","A","44926"
"1125","Kolhapur Institute of Technology’s College of
Engineering (Autonomous)","Maharashtra","3.12","A","44926"
"1126","MIT Academy of Engineering","Maharashtra","3.13","A","44561"
"1127","Nagindas Khandwala College of Commerce, Arts and Management Studies and Shantaben Nagindas Khandwala College of Science","Maharashtra","3.32","A","44561"
"1128","R. J. College of Arts, Science and Commerce","Maharashtra","3.5","A","45291"
"1129","Rayat Sikhshan Sansthan’s Karmaveer Bhaurao Patil
College","Maharashtra","3.53","A+","45291"
"1130","Shri Vile ParleKelavani Mandal’s Mithibai College of Arts, Chauhan Institute of AmrutbenJivanlal College of Commerce and Economics","Maharashtra","3.57","A","45291"
"1131","SIES College of Arts, Science and Commerce","Maharashtra","3.51","A","45291"
"1132","Sophia College for Women, Mumbai","Maharashtra","3.7","A","45291"
"1133","Vivekanand College (Autonomous)","Maharashtra","3.24","A","45291"
"1134","Mahatma Education Society's Pillai's College of Arts, Commerce and Science, Dr. K M Vasudevan Pillai's Campus, Plot No. 10, Sector 16, New Panvel - 410206 (Third Cycle)","Maharashtra","3.25","A","31-12-2024"
